words,frequency
ahaasnho,1
ahaataa,3
ahaataba,1
ahaatay,21
ahaataye,19
ahaatayoo,1
ahaatee,32
ahaateenaa,1
ahaato,11
ahaatoo,3
ahaawee,1
ahaay,9
ahaaye,11
ahaayee,1
ahaayeen,29
ahaayo,7
ahaayoo,1
ahaayow,7
ahadii,1
ahahaaa,3
ahahaaaaaa,3
ahahaaaaaaaa,3
ahal,1
ahalo,1
ahalunnaar,1
ahan,2
ahanayaa,1
ahanayaan,1
ahanayo,1
ahanaysaa,1
ahanaysaan,1
ahanayso,1
ahansho,8
ahaw,10
ahay,409
ahayba,5
ahayd,60
ahaydee,17
ahaydeen,1
ahaydeey,3
ahaydey,7
ahaydiyo,3
ahaye,11
ahayee,15
ahayey,5
ahayn,398
ahayne,3
ahaynee,7
ahayniyo,3
ahaynoo,1
ahaynoon,1
ahayoo,21
ahayoow,1
ahayow,4
ahaysii,1
ahaysiin,1
ahba,4
ahbal,1
ahbi,1
ahbin,1
ahbis,1
ahe,5
ahee,122
aheed,3
aheee,1
aheey,25
aheeyaa,1
aheeydee,1
aheeydeey,1
aheeyee,1
aheeyn,3
ahey,71
aheyd,15
aheydee,1
aheydoo,5
aheyn,9
aheyne,3
aheynoo,1
ahi,118
ahina,3
ahine,1
ahiyo,11
ahlaa,1
ahlan,19
ahlunaar,2
ahmad,3
ahmi,1
ahmin,2
ahmiyad,4
ahmiyada,2
ahna,41
ahoo,61
ahoon,7
ahoow,25
ahow,31
ahtus,1
ailloobinee,3
aint,1
airport,1
aj,1
ajaabi,1
ajaanib,1
ajaba,31
ajal,6
ajalid,1
ajalo,1
ajar,6
ajaran,2
ajaraysasho,1
ajarayso,1
ajarid,1
ajarkeeda,3
ajarnaan,1
ajarnaansho,1
ajarsad,1
ajarsasho,5
ajarsi,1
ajarso,3
ajasha,5
ajashaan,9
ajashana,1
ajasheed,1
ajashii,3
ajashu,1
ajee,1
ajello,1
aji,1
ajibaar,1
ajiib,2
ajiibaan,1
ajiibid,2
ajiibina,1
ajiiboo,1
ajir,1
ajirsad,1
ajirsasho,1
ajirso,1
ajo,5
ajoo,2
ajri,1
ajuuro,2
akademiye,1
akademiyo,1
akama,1
akeekamid,1
akeekan,2
akhadarka,11
akhas,1
akhbaar,9
akhbaaree,1
akhbaartay,1
akhdar,1
akhir,1
akhiran,2
akhirana,1
akhiri,1
akhirnaan,1
akhirnaansho,1
akhlaakhda,1
akhlaaq,6
akhri,3
akhrin,21
akhrinayo,2
akhrinta,2
akhris,5
akhrisasho,3
akhriska,1
akhriso,1
akhristo,2
akhriya,1
akhriyaa,2
akhriyaan,2
akhriyay,3
akhriyayaa,1
akhriyeen,1
akhriyey,7
akhriyid,16
akhriyo,23
akhtar,1
akhyaar,1
akhyaaraan,1
akhyaartii,1
akid,1
akidid,1
akidis,1
aktoodiyo,1
ala,127
alaa,67
alaab,52
alaabada,7
alaabee,1
alaabo,12
alaabooyin,1
alaabta,26
alaah,5
alaaha,1
alaahu,3
alaakood,1
alaakoodi,1
alaakoodin,1
alaakoodis,1
alaal,1
alaalabbaq,2
alaalax,1
alaale,1
alaan,5
alab,1
alabariga,13
alabbas,2
alabbasid,1
alabbaslays,1
alabbaslee,1
alabbasleyn,3
alabbasmays,1
alabbasmeyn,1
aladaamo,1
alah,27
alaha,11
alahayaoow,1
alahayoow,19
alahayow,91
alahi,1
alahii,1
alahyow,1
alal,2
alalaas,3
alalaasid,1
alalaaska,1
alalad,2
alaladi,2
alaladid,1
alaladin,1
alaladsii,2
alaleys,3
alam,13
alambakha,1
alammo,1
alamo,1
alamsasho,1
alamsi,1
alamso,1
alamtarana,3
alamtra,1
alamtriyo,1
alan,1
alanlaha,1
alanle,2
alatay,10
alawaad,2
alay,105
alayahoow,1
alaykum,5
alaylehee,3
albaaaaabkuye,3
albaab,23
albaabada,7
albaabadiisiiyee,3
albaaban,1
albaabayaa,1
albaabbada,4
albaabka,4
albaabkee,3
albaabki,1
albaabkii,3
albaabkuye,1
albaabnaan,1
albaabnaansho,1
albaqra,1
alee,25
aleel,9
aleelatuur,1
aleelayn,1
aleelaysan,1
aleelaysnaan,1
aleelaysnaansho,1
aleelee,1
aleeliyo,1
aleemi,1
aleemin,1
aleemis,1
aleen,1
aleesha,2
aleeylahee,1
alehii,3
aleylahee,9
aleylaheee,7
aleyle,3
aleylee,7
aleylehee,35
aleyliyo,21
aleylyee,3
alfa,28
alfaan,1
alfasow,3
alfihimi,1
alfiyoole,2
algoordan,1
algu,1
alhumadiisii,1
alhumadu,1
alhuumada,1
alhuumadii,1
ali,259
alif,71
alifba,1
alifbada,5
alifka,13
alifkaa,3
alifkaan,1
alifle,1
alihii,7
alihiii,7
aliil,9
aliindi,3
aljebra,2
aljiga,4
alkali,4
alkaliga,1
alkaliin,1
alkayl,1
alkayn,1
alkeyn,1
alkhaliiji,27
alkiin,1
alkiinada,1
alkimee,3
alkohool,2
alkolo,1
alkuman,2
alkumay,6
alkumayoo,1
alkumid,1
alkumo,1
alkumoo,3
alkun,1
alkunaa,1
alkunnaan,1
alkunnaansho,1
all,5
alla,281
allaa,85
allaah,3
allaahi,1
allaale,35
allaan,3
allaaweyn,7
allabari,12
allabbari,4
allabbariyid,1
allacaabud,1
allacaabudid,1
allah,13
allaha,19
allahaow,5
allahayooow,3
allahayoow,57
allahayow,157
allahii,5
allahoyow,15
allahuma,1
allana,1
allaylee,1
allaylehe,4
alle,120
allee,27
alleey,1
alleh,1
allehee,9
allehii,1
allena,1
alley,1
alleylee,3
alleylehee,1
allif,2
allifaad,1
allifid,5
allihi,1
allihii,1
alloo,3
alloosaynaa,3
alloow,13
allow,151
alluumiiniyam,1
almaalmay,1
almaalmee,1
almi,1
almonno,1
alone,3
aloog,1
aloogan,2
aloogay,1
aloognaan,1
aloognaansho,1
aloognee,1
aloogso,1
alool,1
aloolka,1
aloos,1
aloosaa,1
aloosaan,3
aloosan,2
aloosay,1
aloosiyo,1
aloosnaan,1
aloosnaansho,1
aloow,11
alow,3
alufkiyo,3
alwaax,13
alwaaxda,7
alwanayee,7
alwasho,1
alwo,2
alxaman,4
alxamay,1
alxamdulillaysad,1
alxamdulillaysasho,2
alxamdulillaysi,1
alxamdulillayso,1
alxamid,3
alxamo,2
alxan,3
alxanan,2
alxannaan,1
alxannaansho,1
am,14
ama,4049
amaa,12
amaad,3
amaag,1
amaagan,2
amaagid,1
amaagnaan,1
amaagnaansho,1
amaah,22
amaahan,5
amaahasho,2
amaahatay,2
amaahda,1
amaahday,2
amaahdee,5
amaahdeen,1
amaahdey,7
amaahi,1
amaahin,3
amaahinayaa,3
amaahis,1
amaaho,1
amaamaa,1
amaamud,3
amaamudan,2
amaamude,1
amaamudid,2
amaamudnaan,2
amaamudnaansho,1
amaan,67
amaanaa,11
amaanada,23
amaanadaadee,7
amaanadaan,1
amaanadade,3
amaanadu,1
amaanan,1
amaanayaa,11
amaanayaayoo,1
amaanayow,1
amaane,3
amaanee,31
amaaneen,13
amaaneene,3
amaaney,5
amaaniyo,15
amaanka,1
amaankii,3
amaano,3
amaanoo,9
amaanshaa,1
amaanta,21
amaantaada,19
amaantaaduu,3
amaantaay,1
amaantada,3
amaanteydii,1
amaantoo,1
amaarado,3
amaba,6
amag,1
amakaag,21
amakaaga,3
amakaagayee,1
amakaagid,3
amakaagsan,1
amakaagsanaabuu,3
amakaagsanaan,2
amakaagsanaansho,1
amal,17
amaleey,1
amaley,1
aman,1
amankaag,5
amankaagid,1
amankaagsan,1
amankaagsanaan,1
amantaada,1
amar,104
amardiiddo,1
amardiidmo,1
amarka,7
amarkaan,1
amarkaba,1
amarkan,43
amarkee,1
amarkiisu,1
amarkooda,1
amarku,1
amarkutaagle,3
amarkutaagleeye,1
amarweynaan,1
amarweyni,1
amasaba,5
amasama,1
amase,43
amatay,1
amay,168
amayd,9
amaydan,1
amba,218
ambabaxa,1
ambabaxayee,11
ambabbax,2
ambabbaxsan,1
ambabbaxsanaan,1
ambabbaxsanaansho,1
ambabbixi,1
ambabbixid,1
ambabbixin,1
ambabbixis,1
ambad,6
ambaday,9
ambadda,1
ambadoo,3
ambanoo,3
ambaqaad,2
ambaqaadaba,3
ambaqaaday,7
ambaqaadayo,1
ambaqaadi,1
ambaqaadid,1
ambaqaadisteenii,1
ambaqaadka,5
ambaqaadku,3
ambaqadiyayoo,5
ambasho,1
ambatee,1
ambatoo,3
ambaxay,3
ambi,1
ambiiro,1
ambin,1
ambinayee,1
ambiyeer,5
ambo,1
ambulance,7
ambulances,1
ambuul,1
amed,1
ameel,1
ameer,1
ameerika,2
america,1
amerika,1
ami,146
amiin,40
amiinca,3
amiinka,3
amiino,6
amiirnimo,1
amin,5
amina,15
aminaa,5
aminaan,1
amini,5
amino,1
amiro,1
amiroy,1
amley,1
amma,7
ammaa,1
ammaag,1
ammaagan,2
ammaagay,1
ammaagid,1
ammaagnaan,3
ammaagnaansho,2
ammaan,16
ammaanan,1
ammaanay,1
ammaanaysasho,1
ammaanaysnaan,1
ammaanayso,1
ammaanduul,1
ammaanduule,1
ammaanee,1
ammaaneen,1
ammaangeli,1
ammaanid,2
ammaanka,2
ammaannaan,1
ammaannaansho,1
ammaano,16
ammaansasho,1
ammaansi,1
ammaanso,1
ammaantankaagi,1
ammar,1
ammee,1
ammiir,2
ammiirnimo,1
ammin,13
ammineed,1
amminka,11
amminta,6
ammo,6
ammoanno,2
ammoniya,1
ammonno,4
ammooniya,1
ammuur,2
ammuuraysnaan,1
ammuuree,1
amna,1
amniga,5
amo,5
amp,1
amran,4
amranaan,1
amranaansho,1
amranay,1
amraney,27
amranow,1
amray,1
amree,1
amroo,1
amul,3
amusnaadaa,11
amusteen,1
amuun,1
amuuneey,1
amuur,6
amuuraha,13
amuureey,1
amuurta,1
amuurtaydiyey,3
amuurteyda,1
amxaarada,1
amxaaradu,5
an,100
ana,362
anaa,86
anaaa,9
anaad,7
anaan,3
anaanba,1
anaani,1
anaaninnimo,2
anaaniyad,1
anaaniyo,1
anaanuf,2
anaanufid,1
anaasir,7
anafee,1
anafo,1
anafoo,1
anaga,7
anagaa,1
anagana,3
anagee,19
anagiyo,1
anaguna,5
anangalin,1
anasir,11
anatamiga,1
anay,4
anaynu,4
anba,61
anbada,1
anbaday,3
anban,1
anbineynin,1
anc,1
and,41
andacoo,1
andaqaad,2
andaqaadid,1
andrzejewski,2
aneexo,1
anemoomitir,1
aney,1
anfa,3
anfaaciga,7
anfac,5
anfaca,5
anfacada,9
anfacadaadii,1
anfacadaan,1
anfacadii,7
anfacay,3
anfaco,4
anfariir,8
anfariiri,2
anfariirid,1
anfariirin,1
anfariirsan,2
anfariirsanaan,2
anfariirsanaansho,2
anfici,7
anficid,1
angar,3
angaran,1
angaray,1
angarid,1
angarnaan,1
angarnaansho,1
angoola,3
anguubyo,1
anguugyo,1
anhaydaraydh,1
anhaydaraydhka,1
ani,188
aniga,314
anigaa,113
anigaad,3
anigaan,3
anigaba,23
anigan,9
anigana,75
anigay,3
anigee,29
anigey,5
anigii,1
anigina,1
anigiyo,19
anigo,1
anigoo,152
anigoon,97
anigoona,3
anigoonan,3
anigu,221
aniguba,46
aniguna,117
aniguu,17
aniguun,1
aniguye,43
aniguyee,5
animaa,1
animoomitir,1
aningoo,5
aniyo,17
anmaa,1
ann,7
anna,432
annaa,7
annaga,5
annagoo,1
annagu,7
annarita,9
annay,1
anni,15
anniga,3
annigiyo,1
annigoo,9
annigu,5
anniguba,1
anniguna,3
anniguye,1
annoo,9
annoon,7
annu,5
anny,3
ano,1
anoo,316
anoofeles,1
anoon,71
anooo,1
anqaas,2
anqari,2
anqarin,3
anqaris,1
anqarsasho,1
anqarso,2
anqaw,1
anqow,1
ansaarax,2
ansaarixid,1
ansaarixin,1
ansaleel,2
ansaleeli,2
ansaleelin,1
ansareer,1
ansareeri,1
ansareerin,1
ansax,2
anshax,22
anshaxa,5
anshaxdaran,1
anshaxdarnaan,2
anshaxdarnaansho,1
anshaxdarro,3
anshaxdarroo,2
anshaxeeda,1
anshaxiyo,3
anshaxmarinta,2
anshaxxumaan,2
anshaxxumaansho,1
anshaxxumo,1
anshaxxumow,1
anshaxxun,2
ansixi,2
ansixid,1
ansixin,2
ansixis,1
ansixiyay,1
ansixiyeen,2
ansixiyey,3
anta,11
antaartik,1
antaartika,1
antaradhaaf,2
antaradhaafi,1
antaradhaafid,1
antarasayt,1
antaweeri,1
antaweerin,1
antaweeris,1
antay,165
anu,1
anuga,3
anumbaa,5
anuu,20
anuubaa,1
anuunbaa,7
anwaa,1
any,1
anybody,1
april,3
aq,1
aqaan,24
aqaanaa,1
aqaane,9
aqaanno,1
aqaanoo,1
aqab,2
aqababaalka,1
aqadir,7
aqal,163
aqalaynu,3
aqalgal,3
aqalgalkeenaa,3
aqalgalkeenii,7
aqalgeesaan,3
aqalgeli,1
aqalgelid,4
aqalgelin,1
aqalgeyn,1
aqalka,25
aqalkaan,9
aqalkeeda,4
aqalkeena,1
aqalkeenii,1
aqalkeenu,7
aqalkees,3
aqalkeygiyo,1
aqalkii,5
aqalkiibey,3
aqalkiyo,1
aqalku,2
aqalkuna,1
aqalkuu,1
aqallada,14
aqallkaad,1
aqalsoomaaliga,1
aqas,1
aqasho,1
aqbaar,1
aqbaarkee,1
aqbaarki,1
aqbal,7
aqbalaaya,3
aqbalaayee,1
aqbalayaa,1
aqbalayoo,5
aqbalee,1
aqbali,1
aqbalid,7
aqbalkeeda,1
aqbalkeenu,3
aqbalo,1
aqbalsii,1
aqbo,1
aqi,2
aqiin,6
aqin,1
aqli,1
aqligaygu,1
aqligii,1
aqligiyo,3
aqo,2
aqoo,3
aqool,3
aqoolan,1
aqoolid,1
aqoolnaan,1
aqoolnaansho,1
aqoolxumaan,1
aqoolxumaansho,1
aqoolxumi,1
aqoolxumo,1
aqoon,261
aqoonbaa,1
aqoondaran,1
aqoondari,3
aqoondarnaan,3
aqoondarnaansho,1
aqoondarri,1
aqoondarro,1
aqoone,1
aqooneed,6
aqooneey,1
aqoonin,3
aqoonine,13
aqoonlaaan,1
aqoonlii,1
aqoonliyo,1
aqoonni,1
aqoonnin,1
aqoonoo,1
aqoonsad,1
aqoonsadaa,1
aqoonsaday,1
aqoonsado,6
aqoonsan,4
aqoonsanaan,2
aqoonsanaansho,1
aqoonsanahay,3
aqoonsanaysaa,3
aqoonsanyahay,4
aqoonsasho,13
aqoonsayee,1
aqoonsi,9
aqoonsiga,7
aqoonsii,1
aqoonso,10
aqoonsoo,19
aqoonta,73
aqoontaa,9
aqoontaada,1
aqoontee,5
aqoonteydu,5
aqoontii,9
aqoontiisu,3
aqoontiyo,17
aqoontoo,3
aqoontu,11
aqoonxumaan,3
aqoonxumaansho,1
aqoonxumi,1
aqoonxumo,1
aqoonxun,1
aqoonyahan,2
aqoonyahankii,1
aqoonyahannada,3
aqoonyahannadii,1
aqoonyahanno,2
aqoonyahano,1
aqoonyare,5
aqriyayaa,1
aqsayn,1
aqsaysan,2
aqsaysii,1
aqsaysiin,1
aqsaysnaan,2
aqsaysnaansho,1
aqsee,2
aqso,3
aqsoo,1
aqsoobid,1
aqsood,1
aqsow,1
aqyaar,2
aqyaarayn,1
aqyaaree,1
aqyaarnimo,1
aqyaarti,3
ar,12
araagaa,3
araaji,2
araanjo,1
araaree,1
araari,1
araartaba,1
araartii,1
araartuye,1
araasi,2
araaxi,3
arabbikhi,1
arabsiyo,5
arad,1
aradaduu,1
arado,1
arag,274
araga,25
aragaa,9
aragaaga,43
aragaagaa,1
aragaagii,1
aragaagiiyee,1
aragaagiiyeey,1
aragaagu,11
aragaan,3
aragaba,9
aragaha,1
aragakiisa,3
aragana,3
aragaygiiyoo,1
aragba,1
aragbaa,1
aragbeel,2
aragbeelid,1
arage,7
aragee,3
arageeda,9
arageen,7
arageenii,3
arageey,1
aragga,21
araggaa,5
araggaagu,7
araggeeda,1
araggiis,3
araggiisu,1
araggooda,6
araggu,4
aragii,5
aragiis,1
aragiisa,1
aragiyo,1
aragna,1
aragnaa,1
aragnay,9
aragnaybaa,3
aragnayee,1
aragnee,15
aragney,1
aragnimo,9
aragniyo,1
aragno,1
aragnoo,3
arago,1
aragoo,23
aragooda,3
aragoon,1
aragsadu,1
aragsaneey,1
aragta,3
aragtaa,11
aragtaad,1
aragtaan,1
aragtaayee,1
aragtana,3
aragtay,7
aragtaye,13
aragtayee,3
aragtee,11
aragteen,17
aragti,40
aragtida,68
aragtidaa,11
aragtidaada,11
aragtidaadaa,3
aragtidaadee,1
aragtidaadii,23
aragtidaadiiye,3
aragtidaadiyo,1
aragtidaadoo,3
aragtiday,5
aragtide,7
aragtideeda,1
aragtideedaa,3
aragtideedaan,1
aragtideedaay,5
aragtideedii,1
aragtideenii,7
aragtideydee,1
aragtideydu,3
aragtidheer,1
aragtidii,1
aragtiinka,1
aragtiyo,5
aragto,7
aragu,3
araguye,1
aragxumaan,3
aragxumaansho,1
aragxumi,1
aragxumo,1
aragxun,1
arah,4
arahdoon,1
arahdoonad,1
arahdoonasho,1
arahdoonid,3
arahdoono,1
arahid,1
aramadiisii,1
arami,35
aramida,13
aramidaa,1
aramidaan,1
aramidan,1
aramideedee,1
aramidii,3
aramidoo,1
aramidu,25
arammidu,1
arar,5
ararad,1
ararasho,1
arari,1
araro,1
arartaa,3
arartaandaan,3
arartayda,1
arartiyo,1
arashiid,1
araweelanimadee,1
araweeliyo,9
araweelo,5
arax,3
araxda,9
araxdi,1
araxdiyo,1
araye,1
arayl,2
arbaca,3
arbacada,6
arbacadii,1
arbaha,1
arbayaal,1
arbe,2
arbiciyo,3
arbow,5
arbucuun,1
arbucuunaan,1
arbucuunaansho,2
arbucuunan,2
arbucuunid,1
arbucuunis,1
arbuhu,1
arbush,2
arbushaad,2
arbushan,2
arbushay,1
arbushid,3
arbushnaan,1
arbushnaansho,1
ardaa,1
ardaadhig,2
ardaadhigid,1
ardaaga,7
ardaagee,1
ardaageenii,1
ardaaggal,3
ardaaggelid,1
ardaal,1
ardada,4
arday,35
ardayda,8
ardaydii,1
ardo,1
ardooy,13
are,3
areebo,6
arerteeydu,3
areyadaan,1
argag,2
argagax,7
argaggax,6
argaggaxo,1
argaggaxsan,1
argaggaxsanaan,1
argaggaxsanaansho,1
argaggixi,1
argaggixid,1
argaggixin,1
argaggixis,1
argagid,1
argagixisada,1
argagsan,1
argagsanaan,1
argagsanaansho,1
argeeg,6
argtaba,1
arhid,1
arho,1
arhooy,1
ari,57
aricad,1
ariga,44
arigii,2
arigiisii,1
arigtidaada,3
arigtidaadii,5
arigtidaaye,1
arigu,6
arimada,7
arimadu,3
arimaha,17
arimahaad,1
arimahaan,3
arimahan,7
arimaheena,7
arimahoo,3
arimi,15
arimideyda,1
arimidiisa,1
arimihii,9
arimiihi,1
arimin,3
arimiseen,1
arimiside,1
arimiyoo,1
arimuhu,1
arin,115
arinbay,1
arini,3
arinkaan,1
arinkeen,3
arinkeena,1
arinkeenu,3
arinkii,7
arinmaaha,1
arinna,1
arinsadoba,1
arinta,5
arintaa,1
arintaad,1
arintaadu,1
arintaan,5
arintayda,9
arintaydan,3
arintaydii,1
arinteenu,1
arintii,7
arintiinii,1
arintiisii,1
arintood,1
arintu,9
aritmatig,10
arji,17
arjun,1
arka,5
arkaa,39
arkaaan,1
arkaabaa,1
arkaan,38
arkaanbaa,1
arkaanee,1
arkaanuislaan,1
arkaayaa,5
arkaayaana,5
arkaayana,1
arkaaye,1
arkaayee,17
arkaayeen,1
arkaayo,1
arkaayoo,1
arkaba,7
arkana,1
arkay,29
arkayaa,14
arkayaan,5
arkayaaye,3
arkayee,13
arkayn,4
arkaynaa,1
arkaynin,1
arkayoo,11
arkaysa,5
arkaysaa,1
arkaysiyo,1
arke,1
arkee,22
arkeen,4
arkeenaa,1
arkey,1
arkeyn,8
arkeynin,3
arkeyninee,1
arki,74
arkid,8
arkiifiyo,1
arkin,18
arkinee,1
arkinoo,1
arkiyo,11
arko,112
arkoo,26
arkoodaa,3
arkoodaay,1
arkoodee,3
arkoodey,1
arkoodoo,1
arkoohaayee,1
arkoon,1
arkoonaansho,1
arkootee,1
arkuu,1
arlaai,1
arlaaiga,1
arlada,15
arladaad,1
arladaba,7
arladeenii,3
arladoo,1
arli,1
arliga,1
arligaad,1
arligaay,3
arligayga,3
arligaynu,3
arligeena,1
arligeygoow,9
arligeygow,11
arligii,1
arligiina,1
arligiyo,3
arlo,3
armaa,6
armaad,11
armaadyo,1
armaajo,4
armaan,3
armeey,9
armey,1
armiyo,1
armuu,7
aroomaatig,1
aroor,53
arooraa,3
arooraad,1
arooraay,1
arooray,1
aroorayaasha,1
aroore,4
arooree,5
aroorey,1
aroori,6
aroorid,2
arooridan,1
aroorihii,3
aroorin,9
arooris,1
aroorkaay,1
aroorkee,1
aroornimo,7
arooroo,3
aroorro,2
aroorrow,1
aroorsan,2
aroorsanaan,2
aroorsanaansho,1
aroorshey,3
aroorta,2
aroortayoo,1
aroortii,32
aroorya,11
arooryaad,29
arooryaay,3
arooryada,4
arooryadii,1
arooryo,12
arooryoo,3
aroos,153
aroosaan,7
aroosad,2
aroosay,7
aroosbaa,5
aroosee,9
aroosey,1
aroosgal,3
aroosgeli,1
aroosgelid,2
aroosgelin,1
aroosi,12
aroosid,2
aroosin,3
aroosiye,3
aroosiyo,3
arooska,15
arooskaaga,3
arooskaan,3
arooskeed,1
arooskeeda,1
arooskeena,9
arooskeenaa,1
arooskeenii,1
arooskeenu,7
arooskenii,7
arooskii,13
arooskiina,7
arooskiinu,7
arooskiisa,1
arooskoodii,1
aroosnaa,5
arooso,1
aroosoo,1
aroostaa,1
aroostee,5
aroostoo,3
aroosyada,4
arraajo,2
arrad,9
arradan,2
arradbax,2
arradbaxsan,1
arradbaxsanaan,1
arradbaxsanaansho,1
arradbixi,1
arradbixid,1
arradi,1
arradid,2
arradka,2
arradnaan,1
arradnaansho,1
arradsan,1
arradsanaan,1
arradtir,3
arradtiran,1
arradtirasho,1
arradtirid,1
arradtirnaan,1
arradtirnaansho,1
arradtiro,1
arrafo,3
arratir,4
arratiran,3
arratirasho,1
arratirid,3
arratirnaan,3
arratirnaansho,1
arratiro,2
arrima,1
arrimaha,29
arrimahaan,1
arrimaheenaa,1
arrimi,1
arrimihiisa,1
arrimin,1
arrimis,1
arrimiyaan,1
arrimo,12
arrimood,8
arrin,328
arrinbey,1
arrini,1
arrinkiisa,1
arrinsad,1
arrinsasho,2
arrinsi,1
arrinso,1
arrinta,1
arrintaas,6
arrintaasi,1
arrintaasna,1
arrintan,5
arrintaydan,1
arrintii,2
arrintiisu,1
arroortaa,1
arrooryey,3
arruman,1
arrumid,1
arrumnaan,3
arrumnaansho,1
arrumo,1
arrun,1
arrunnaan,1
arruug,1
arsaaqad,2
arsaaqdeena,1
artaraboodhuhu,1
artery,1
artik,1
aruur,1
aruuri,3
aruurid,2
aruurin,6
aruuris,1
aruuriyo,1
aruursan,2
aruursanaan,5
aruursanaansho,1
aruursasho,4
aruurso,3
arwaax,1
arwaaxaay,3
arwaaxdaan,1
arwaaxdaydu,1
arwaaxdeena,1
arwaaxdeenuna,1
arwaaxdooda,3
arwaaxi,1
arwaaxininee,1
arwaaxisaa,1
arwaaxsan,1
arwaaxsanaansho,1
arwaxinay,3
arxaan,1
arxaantiyo,1
arxamaa,7
arxan,14
arxankana,1
arxankeedu,1
aryaa,2
aryaadha,1
aryo,1
as,14
asaabboon,1
asaabboonaan,1
asaabboonaansho,1
asaag,2
asaagaa,23
asaagaaga,1
asaagay,7
asaageed,11
asaageen,3
asaageeyga,1
asaagey,27
asaagii,9
asaagiyo,1
asaagoo,3
asaagood,3
asaagsad,1
asaagsasho,2
asaagsi,1
asaagso,1
asaartaan,1
asaas,4
asaasaa,1
asaasan,4
asaasay,2
asaasi,3
asaasid,4
asaasiga,5
asaasiiska,1
asaaska,4
asaaskaaga,1
asaaskii,1
asaasmid,1
asaasnaan,3
asaasnaansho,2
asaay,4
asaaye,1
asaayo,1
asaaysaar,1
asabaadee,1
asaddah,2
asaddihi,1
asaddihid,1
asadow,15
asaga,1
asagaa,3
asagaaga,1
asagaan,1
asagiis,1
asagoo,2
asal,41
asalamu,3
asali,3
asalka,10
asalkaba,5
asalkeedu,1
asalkiisa,3
asalkoodu,2
asalmadoorshaha,2
asaraar,11
asaraarid,1
asaraarka,1
asaraartan,2
asaruur,2
asaruuran,2
asaruurid,1
asaruurnaan,1
asaruurnaansho,1
asay,2
asaynaan,3
asbaar,3
asbax,1
asbixi,1
asbuuc,1
asdeeyaa,5
asdeeyee,3
asdeeyoo,1
asdeystee,9
asduurad,1
ase,3
aseeb,1
aseebid,1
aseendo,1
ash,1
asha,17
ashadaydana,1
ashahaada,5
ashahaadanaayow,1
ashahaado,1
ashahaatee,1
ashaki,31
ashash,1
ashay,117
asheer,2
asheerasho,1
asheeri,1
asheerid,1
asheerin,1
asheero,1
ashkatayn,1
ashkatee,1
ashkato,2
ashkatoo,1
ashkatood,1
ashkir,1
ashqaraar,12
ashqaraaray,3
ashqaraari,1
ashqaraarid,1
ashqin,1
ashtakayn,2
ashtakee,3
ashtako,2
ashtakoo,3
ashtakood,2
ashuun,3
ashuunkey,1
asigoo,1
asii,1
asiib,2
asiibaa,3
asiibay,1
asiibee,7
asiibid,2
asiibinee,1
asiidh,30
asiidha,5
asiidhada,6
asiidhka,4
asiidho,5
asiilaya,1
asiili,1
asjab,1
askaax,1
askar,6
askarayn,1
askaree,2
askareed,2
askari,16
askarinnimo,2
askarmaroodi,1
askarnimo,2
askaro,1
askartii,1
askartu,3
askax,2
askeri,1
asking,1
askumaa,1
askumid,1
askun,2
askunmay,2
aslaax,2
aslaaxi,1
aslaaxid,1
aslaaxsan,1
aslaaxsanaan,1
aslaaxsanaansho,1
aslan,1
aslanaa,1
aslanaan,1
aslanaansho,1
aslanaayey,3
asleysaa,3
asli,5
aslidda,1
asliyeey,9
asliyey,9
aslo,2
asluub,90
asluubee,1
asluubey,5
asluubeysan,1
asluubeysnaan,1
asluubeysnaansho,1
asluubi,1
asluubiyo,1
asluubta,3
asluubtaad,7
asluubtaadiyo,1
asluubtana,1
asluubtee,1
asluubteeda,3
asluubteyda,1
asluubtii,13
asluubtiyo,21
asluubtooda,1
asma,3
asmaay,3
asmaysan,1
asmaysnaan,1
asmaysnaansho,1
asmee,1
asmo,4
asool,2
asoolid,3
asoollan,3
asoollanaan,1
asoolli,1
asoollin,1
aspect,1
aspetti,1
asqayn,1
asqaysan,5
asqaysii,2
asqaysiin,1
asqaysnaan,2
asqaysnaansho,1
asqee,2
asqeynin,3
asqeyoo,3
asqeysanahee,7
asqo,3
asqoo,4
asqoobaa,3
asqoobaayee,7
asqoobahayeey,1
asqoobay,5
asqoobayoo,1
asqoobee,7
asqoobey,1
asqoobid,1
asqooboo,1
asqood,3
asqow,1
asqowdaaa,3
asqowdee,5
asqowdey,1
asraar,2
asraarta,1
astaad,1
astaahila,3
astaama,1
astaamaha,29
astaamahaasi,1
astaamahooda,4
astaamaysan,1
astaamaysnaan,3
astaamaysnaansho,1
astaamee,2
astaamo,22
astaan,39
astaanbaad,1
astaaniyo,1
astaanta,17
astaantii,7
astaaqfurow,1
astakayn,1
astakee,1
astako,1
astakoo,1
astakood,1
astamaha,3
astayaabaa,1
astayn,2
astaysan,8
astaysnaan,1
astaysnaansho,1
astee,1
asteen,1
asteeyaa,25
asteeyay,1
asteeyee,7
asteeyey,1
asteeyo,1
asteeyoo,3
asteystaa,1
asteystee,3
asteysto,1
astirooyinka,1
asto,3
astur,2
asturan,13
asturay,1
asturee,1
asturid,1
asturnaan,2
asturnaansho,1
asturneyd,1
asturoo,1
asxaabta,1
asxaabtii,7
asxaan,3
asxantu,1
asyab,1
at,9
